BHK,Price,Location,Area,Furnishing,Tenant_Pref,Full_Title,Page_Found
2 BHK,"₹18,000 /month",Amrapali Dream Valley High Life 2,805 sqft(75 sqm),N/A,Not Specified,2 BHK Flat for rent in Noida Extension,33
3 BHK,"₹24,999 /month",Paramount Emotions,"1,520 sqft(141 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,33
3 BHK,"₹24,011 /month",Gaur City 2 14th Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",33
4 BHK,"₹70,000 /month",Purvanchal Royal City,"3,210 sqft(298 sqm)",Semi-Furnished,Not Specified,"4 BHK Flat for rent in Sector Chi 5, Greater Noida",33
N/A,"₹40,000 /month","Amrapali Leisure Valley, Greater Noida West, Greater Noida","2,525 sqft(235 sqm)",Semi-Furnished,Not Specified,"4 Bedroom House for rent in Amrapali Leisure Valley, Greater Noida West",34
2 BHK,"₹19,000 /month",Amrapali Centurian Park,"1,055 sqft(98 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",34
4 BHK,"₹42,000 /month",Migsun Twinz,"1,595 sqft(148 sqm)",Furnished,Not Specified,"4 BHK Flat for rent in Eta 2, Greater Noida",34
4 BHK,"₹55,000 /month",Godrej Golf Link Park Lane,"2,276 sqft(211 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 27, Greater Noida",34
3 BHK,"₹29,000 /month",SKA Greenarch,"1,600 sqft(149 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",34
3 BHK,"₹25,000 /month",Panchsheel Greens 2,"1,480 sqft(138 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",34
2 BHK,"₹20,000 /month",Ajnara Homes,"1,005 sqft(93 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",34
2 BHK,"₹19,000 /month",Ajnara Homes,"1,005 sqft(93 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",34
2 BHK,"₹18,000 /month",Mahagun Mywoods Phase 1,935 sqft(87 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",34
2 BHK,"₹22,000 /month",Panchsheel Greens 2,"1,350 sqft(125 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",34
2 BHK,"₹18,000 /month",Mahagun Mywoods Phase 2,"1,100 sqft(102 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",34
2 BHK,"₹19,850 /month",Gaur City 7th Avenue,"1,075 sqft(100 sqm)",Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",34
2 BHK,"₹16,200 /month",Stellar Jeevan,"1,027 sqft(95 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,34
3 BHK,"₹21,000 /month",Eros Sampoornam,"1,435 sqft(133 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 2, Greater Noida West",34
2 BHK,"₹22,500 /month",Gaur City 7th Avenue,"1,155 sqft(107 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",34
2 BHK,"₹25,000 /month",Gaur City 6th Avenue,980 sqft(91 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",34
3 BHK,"₹25,500 /month",Stellar Jeevan,"1,694 sqft(157 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,34
3 BHK,"₹35,000 /month",Nirala Estate Phase 2,"1,897 sqft(176 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",34
2 BHK,"₹19,000 /month",Amrapali Centurian Park Terrace Homes,885 sqft(82 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",34
N/A,"₹11,000 /month",Mehak Eco City,900 sqft(84 sqm),N/A,Not Specified,"3 Bedroom House for rent in NH 91, Greater Noida",34
2 BHK,"₹20,000 /month",ACE Divino,"1,050 sqft(98 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,34
3 BHK,"₹20,000 /month",Eros Sampoornam,"1,435 sqft(133 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 2, Greater Noida West",34
3 BHK,"₹23,000 /month",Gaur 16th Avenue,"1,600 sqft(149 sqm)",N/A,Not Specified,3 BHK Flat for rent in Noida Extension,34
2 BHK,"₹18,000 /month",NBCC Leisure Park,"1,125 sqft(105 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",34
2 BHK,"₹17,000 /month",Amrapali Riverview,955 sqft(89 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",34
2 BHK,"₹22,100 /month",Ace City,"1,090 sqft(101 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,35
2 BHK,"₹25,000 /month",Himalaya Pride,948 sqft(88 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",35
3 BHK,"₹21,000 /month",Himalaya Pride,"1,453 sqft(135 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",35
3 BHK,"₹24,000 /month",Exotica Dreamville Arcade,"1,340 sqft(124 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",35
2 BHK,"₹24,000 /month",Gulshan Bellina,"1,020 sqft(95 sqm)",Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",35
3 BHK,"₹28,500 /month",Gaur City,"1,360 sqft(126 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",35
N/A,"₹60,005 /month",Godrej Golf Links Evoke Villas,"2,360 sqft(219 sqm)",N/A,Not Specified,"4 Bedroom House for rent in Sector 27, Greater Noida",35
2 BHK,"₹18,000 /month",Supertech Ecovillage 2,890 sqft(83 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",35
3 BHK,"₹25,000 /month",Uppal Plumeria Garden Estate,"1,737 sqft(161 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector Omicron 3, Greater Noida",35
4 BHK,"₹40,000 /month",Irish Pearls,"1,990 sqft(185 sqm)",Semi-Furnished,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,35
4 BHK,"₹26,000 /month",Amrapali Centurian Park Terrace Homes,"2,100 sqft(195 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 4, Greater Noida West",35
2 BHK,"₹16,500 /month",Panchsheel Greens 2,"1,105 sqft(103 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",35
3 BHK,"₹21,000 /month",Gaur Atulyam,"1,305 sqft(121 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector Omicron 1, Greater Noida",35
3 BHK,"₹29,000 /month",Purvanchal Royal City,"1,825 sqft(170 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector Chi 5, Greater Noida",35
3 BHK,"₹29,000 /month",Purvanchal Royal City,"1,825 sqft(170 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector Chi 5, Greater Noida",35
3 BHK,"₹19,350 /month",Amrapali Riverview,"1,145 sqft(106 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",35
3 BHK,"₹22,000 /month",Amrapali Terrace Homes,"1,400 sqft(130 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",35
2 BHK,"₹18,000 /month",Amrapali Riverview,"1,150 sqft(107 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",35
2 BHK,"₹17,000 /month",Nirala Aspire,890 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",35
3 BHK,"₹23,000 /month",Saviour Greenarch,"1,160 sqft(108 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",35
2 BHK,"₹20,100 /month",Gaur City 7th Avenue,"1,075 sqft(100 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",35
2 BHK,"₹21,000 /month",Panchsheel Greens,975 sqft(91 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",35
2 BHK,"₹21,000 /month",Panchsheel Greens 2,"1,105 sqft(103 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",35
2 BHK,"₹20,000 /month",Gaur City 2 14th Avenue,"1,040 sqft(97 sqm)",Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",35
2 BHK,"₹19,000 /month",Gaur City 5th Avenue,965 sqft(90 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",35
2 BHK,"₹22,000 /month",Panchsheel Greens,"1,350 sqft(125 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",36
3 BHK,"₹24,500 /month",Gaur City 2 14th Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",36
2 BHK,"₹17,000 /month",La Residentia,"1,085 sqft(101 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",36
1 BHK,"₹14,400 /month",NBCC Aspire Dream Valley,585 sqft(54 sqm),N/A,Not Specified,"1 BHK Flat for rent in Greater Noida West, Greater Noida",36
3 BHK,"₹25,100 /month",ABA Cherry County,"1,206 sqft(112 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",36
3 BHK,"₹31,000 /month",Purvanchal Royal City,"1,825 sqft(170 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector Chi 5, Greater Noida",36
2 BHK,"₹17,000 /month",Mahagun Mywoods Phase 2,"1,290 sqft(120 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",36
2 BHK,"₹21,000 /month",Gaur 12th Avenue,"1,225 sqft(114 sqm)",N/A,Not Specified,2 BHK Flat for rent in Noida Extension,36
3 BHK,"₹20,500 /month",AIGIN Royal,"1,495 sqft(139 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,36
3 BHK,"₹19,000 /month",Coco County,"1,152 sqft(107 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",36
2 BHK,"₹16,000 /month",Amrapali Golf Homes,952 sqft(88 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",36
2 BHK,"₹22,000 /month",Gaur City 1st Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",36
3 BHK,"₹30,000 /month",Gaur City 2 14th Avenue,"1,175 sqft(109 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",36
3 BHK,"₹27,500 /month",SKA Divya Towers,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",36
3 BHK,"₹18,500 /month",Amrapali Riverview,"1,145 sqft(106 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",36
N/A,"₹20,000 /month",Arihant Abode,"1,020 sqft(95 sqm)",Unfurnished,Not Specified,"Residential property for rent in Sector 10 Greater Noida West, Greater Noida",36
1 BHK,"₹6,000 /month",BHS 16 Scheme,322 sqft(30 sqm),Semi-Furnished,Not Specified,"1 BHK Flat for rent in Sector MU 2, Greater Noida",36
2 BHK,"₹18,000 /month",Ajnara Homes,925 sqft(86 sqm),Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",36
N/A,"₹16,000 /month","Block C Sector MU 1 greter noida, Greater Noida","1,000 sqft(93 sqm)",N/A,Family Preferred,"2 Bedroom House for rent in Block C Sector MU 1 greter noida, Greater Noida",36
3 BHK,"₹27,000 /month",ABA Cherry County,"1,521 sqft(141 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",36
4 BHK,"₹53,000 /month",Purvanchal Royal City,"3,210 sqft(298 sqm)",Unfurnished,Not Specified,"4 BHK Flat for rent in Sector Chi 5, Greater Noida",36
3 BHK,"₹22,000 /month",ABA Cherry County,"1,206 sqft(112 sqm)",Unfurnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",36
N/A,"₹8,000 /month","Block D Delta 1, Greater Noida",645 sqft(60 sqm),N/A,Not Specified,"1 Bedroom House for rent in Block D Delta 1, Greater Noida",36
2 BHK,"₹25,000 /month",Migsun Ultimo,"1,140 sqft(106 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector Omicron 3, Greater Noida",36
N/A,"₹21,000 /month","Greater Noida West, Greater Noida","1,200 sqft(111 sqm)",N/A,Not Specified,"2 Bedroom House for rent in Greater Noida West, Greater Noida",36
4 BHK,"₹60,000 /month",Godrej Golf Link Park Lane,"1,577 sqft(147 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 27, Greater Noida",37
1 BHK,"₹15,000 /month",AMRAPALI DREAM VALLY 2,585 sqft(54 sqm),N/A,Not Specified,"1 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",37
2 BHK,"₹21,000 /month",GNIDA Residential Authority Plots,"2,400 sqft(223 sqm)",N/A,Not Specified,"2 BHK Independent Builder Floor for rent in Sector 3, Greater Noida West",37
N/A,"₹8,000 /month","Block N, Sector ZETA 1, Greater Noida",500 sqft(46 sqm),N/A,Not Specified,"1 Bedroom House for rent in Block N, Sector ZETA 1, Greater Noida",37
3 BHK,"₹10,500 /month",Migsun Green Mansion,"1,800 sqft(167 sqm)",Fully Furnished,Boys Only,"3 BHK Flat for rent in Site B, Greater Noida",37
N/A,"₹38,000 /month",Paramount Golfforeste,"2,185 sqft(203 sqm)",N/A,Not Specified,"3 Bedroom House for rent in Sector ZETA, Greater Noida",37
3 BHK,"₹28,000 /month",Fusion Homes Techzone 4 Greater Noida West,"1,635 sqft(152 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",37
2 BHK,"₹20,000 /month",Gaur City 2 14th Avenue,955 sqft(89 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",37
2 BHK,"₹25,000 /month",Gaur City 2 11th Avenue,"1,205 sqft(112 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",37
2 BHK,"₹20,000 /month",JKG Palm Court,"1,185 sqft(110 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",37
1 BHK,"₹13,000 /month",Amrapali Dream Valley High Life 2,585 sqft(54 sqm),Unfurnished,Not Specified,1 BHK Flat for rent in Noida Extension,37
2 BHK,"₹20,000 /month",Amrapali Centurian Park,990 sqft(92 sqm),Semi-Furnished,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",37
3 BHK,"₹20,000 /month",Amrapali Centurian Park Terrace Homes,"1,185 sqft(110 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",37
3 BHK,"₹25,000 /month",Eldeco Green Meadows,"1,800 sqft(167 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector Pi, Greater Noida",37
N/A,"₹16,500 /month",Paramount Golfforeste Suites,400 sqft(37 sqm),Furnished,Not Specified,"Studio Apartments / 1 RK Flats for rent in Sector ZETA, Greater Noida",37
N/A,"₹45,000 /month",Aastha Greens,"50,000 sqft(4,645 sqm)",Furnished,Not Specified,"4 Bedroom House for rent in Sector 4, Greater Noida West",37
2 BHK,"₹30,000 /month",Casagrand 2,"1,155 sqft(107 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector Chi 5, Greater Noida",37
2 BHK,"₹20,000 /month",Eldeco Residency Greens,870 sqft(81 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector Pi 1, Greater Noida",37
N/A,"₹11,500 /month",Gaurs Runway Suites,460 sqft(43 sqm),N/A,Not Specified,"Studio Apartments / 1 RK Flats for rent in Yamuna Expressway, Greater Noida",37
3 BHK,"₹19,000 /month",Panchsheel Greens 2,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",37
3 BHK,"₹19,000 /month",Panchsheel Greens 2,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",37
2 BHK,"₹30,000 /month",Gaur Atulyam,"1,040 sqft(97 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector Omicron 1, Greater Noida",37
3 BHK,"₹40,000 /month",MSX Golf Gardenia,"1,780 sqft(165 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Alpha 2, Greater Noida",37
N/A,"₹18,000 /month","Bisrakh Jalalpur, Greater Noida West, Greater Noida","3,200 sqft(297 sqm)",N/A,Not Specified,"4 Bedroom House for rent in Bisrakh Jalalpur, Greater Noida West",37
2 BHK,"₹15,000 /month",Eros Sampoornam,855 sqft(79 sqm),Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 2, Greater Noida West",37
2 BHK,"₹21,000 /month",Migsun Twinz,"1,060 sqft(98 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Eta 2, Greater Noida",38
2 BHK,"₹13,000 /month",Wall Rock Aishwaryam,"1,500 sqft(139 sqm)",Fully Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",38
N/A,"₹32,000 /month",Amrapali Dream Valley Villas,"1,680 sqft(156 sqm)",N/A,Not Specified,"3 Bedroom House for rent in Greater Noida West, Greater Noida",38
2 BHK,"₹25,000 /month",Ajnara Homes,"1,385 sqft(129 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",38
3 BHK,"₹20,000 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Family Only,"3 BHK Flat for rent in Sector 4, Greater Noida West",38
2 BHK,"₹27,000 /month",Ace City,"1,090 sqft(101 sqm)",Fully Furnished,Family Preferred,2 BHK Flat for rent in Sector 1 Greater Noida West,38
3 BHK,"₹35,000 /month",Irish Pearls,"1,590 sqft(148 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,38
3 BHK,"₹20,000 /month",Amrapali Centurian Park Terrace Homes,"1,185 sqft(110 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",38
2 BHK,"₹20,000 /month",Nimbus Express Park View 2 Low Rise,400 sqft(37 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector Chi 5, Greater Noida",38
2 BHK,"₹18,000 /month",Supertech Eco Village 1,"1,600 sqft(149 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Greater Noida West, Greater Noida",38
3 BHK,"₹24,000 /month",Amrapali Centurian Park,"1,400 sqft(130 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",38
2 BHK,"₹21,500 /month",ACE Platinum,"1,200 sqft(111 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector ZETA 1, Greater Noida",38
2 BHK,"₹18,000 /month",Shrivinayaka SVG Hightes,900 sqft(84 sqm),N/A,Not Specified,"2 BHK Flat for rent in Block B Sector Phi 3, Greater Noida",38
N/A,"₹6,500 /month","Dhoom Manikpur, Greater Noida","1,000 sqft(93 sqm)",Furnished,Not Specified,"1 Bedroom House for rent in Dhoom Manikpur, Greater Noida",38
N/A,"₹50,000 /month","Sector 3, Greater Noida West, Greater Noida","1,291 sqft(120 sqm)",Semi-Furnished,Not Specified,"6 Bedroom House for rent in Sector 3, Greater Noida West",38
3 BHK,"₹24,000 /month",Amrapali Terrace Homes,"1,400 sqft(130 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",38
N/A,"₹55,000 /month",Amrapali Grand,"2,025 sqft(188 sqm)",N/A,Not Specified,"4 Bedroom House for rent in Sector ZETA 1, Greater Noida",38
N/A,"₹5,000 /month","Lakhnawali, Greater Noida",450 sqft(42 sqm),Semi-Furnished,Not Specified,"1 Bedroom House for rent in Lakhnawali, Greater Noida",38
N/A,"₹30,000 /month",Birondi,200 sqft(19 sqm),Semi-Furnished,Not Specified,"4 Bedroom House for rent in Sector Pi 2, Greater Noida",38
N/A,"₹3,500 /month","Sector 22D Yamuna Expressway, Greater Noida",320 sqft(30 sqm),N/A,Not Specified,"1 Bedroom House for rent in Sector 22D Yamuna Expressway, Greater Noida",38
N/A,"₹6,000 /month","Dadri, Greater Noida",648 sqft(60 sqm),Semi-Furnished,Not Specified,"1 Bedroom House for rent in Dadri, Greater Noida",38
1 BHK,"₹31,000 /month","Jaypee Greens, Greater Noida",650 sqft(60 sqm),Furnished,Family Only,"1 BHK Independent Builder Floor for rent in Jaypee Greens, Greater Noida",38
2 BHK,"₹14,000 /month",Ambr Ambrosia Luxury Homes,"1,000 sqft(93 sqm)",N/A,Family Preferred,2 BHK Independent Builder Floor for rent in Noida Extension,38
N/A,"₹25,000 /month","Block H Gamma 2, Greater Noida","1,262 sqft(117 sqm)",Furnished,Not Specified,"2 Bedroom House for rent in Block H Gamma 2, Greater Noida",38
3 BHK,"₹40,000 /month",MSX Golf Gardenia,"1,880 sqft(175 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Block F Alpha 2, Greater Noida",38
N/A,"₹15,000 /month","Sector 10 Greater Noida West, Greater Noida",720 sqft(67 sqm),Semi-Furnished,Not Specified,"2 Bedroom House for rent in Sector 10 Greater Noida West, Greater Noida",39
3 BHK,"₹18,500 /month","Bisrakh Jalalpur, Greater Noida West, Greater Noida","1,480 sqft(138 sqm)",N/A,Family Preferred,"3 BHK Independent Builder Floor for rent in Bisrakh Jalalpur, Greater Noida West",39
4 BHK,"₹30,000 /month",ACE Platinum,"1,350 sqft(125 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector ZETA 1, Greater Noida",39
3 BHK,"₹21,000 /month",Amrapali Enchante,"1,150 sqft(107 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",39
2 BHK,"₹16,000 /month",MU 1 Apartment,968 sqft(90 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector Mu, Greater Noida",39
1 BHK,"₹9,300 /month",c block,"1,800 sqft(167 sqm)",N/A,Not Specified,"1 BHK Flat for rent in Jalvayu Vihar, Greater Noida",39
1 BHK,"₹4,500 /month",badlapur west,365 sqft(34 sqm),Unfurnished,Not Specified,"1 BHK Flat for rent in Badalpur, Greater Noida",39
2 BHK,"₹11,000 /month","Greater Noida West, Greater Noida","1,300 sqft(121 sqm)",N/A,Not Specified,"2 BHK Independent Builder Floor for rent in Greater Noida West, Greater Noida",39
N/A,"₹17,000 /month","Block D Delta 1, Greater Noida","1,291 sqft(120 sqm)",Semi-Furnished,Not Specified,"2 Bedroom House for rent in Block D Delta 1, Greater Noida",39
N/A,"₹20,000 /month",NTPC Aanadam Society,"1,345 sqft(125 sqm)",Semi-Furnished,Not Specified,"2 Bedroom House for rent in Sector Chi 2, Greater Noida",39
2 BHK,"₹25,000 /month",Galaxy Vega,529 sqft(49 sqm),Fully Furnished,Not Specified,2 BHK Flat for rent in Noida Extension,39
4 BHK,"₹35,000 /month",Ambesten Twin Chalet,971 sqft(90 sqm),N/A,Not Specified,"4 BHK Flat for rent in Jalpura, Greater Noida",39
